price,rooms,area,market,building_type,building_material,year_built,heating,kitchen_type,property_condition,form_of_ownership,district_result,distance_from_center,floor_of_flat,balconies,parking,basement_storage_unit,lift,smart home,air conditioning,rooms_to_area_ratio
890000,3,64.0,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,1,Yes,Yes,Yes,Yes,No_data,No_data,0.046875
1199000,4,103.66,Secondary,Apartment building,"Mixed construction, other",2024.0,Own/ local central heating,Kitchenette,5.0,3.7804203539823007,Prądnik Biały,3.6,1,Yes,No_data,No_data,No_data,No_data,No_data,0.03858769052672198
1984680,5,89.4,Secondary,Apartment building,No data,2022.0,Central heating,Kitchenette,7.0,4.0,Krowodrza,1.6,2,Yes,Yes,No_data,No_data,No_data,Yes,0.05592841163310962
799000,2,39.08,Secondary,Apartment building,"Mixed construction, other",2018.0,Central city heating,Kitchenette,8.0,4.0,Bieńczyce,5.9,3,Yes,No_data,No_data,Yes,No_data,No_data,0.0511770726714432
618000,2,35.24,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze Duchackie,4.0,1,Yes,Yes,No_data,No_data,No_data,No_data,0.056753688989784334
766000,3,65.5,Primary,Apartment building,No data,2027.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,5,Yes,No_data,No_data,No_data,No_data,No_data,0.04580152671755725
545000,2,37.33,Secondary,Apartment building,Large slab,1975.0,Central city heating,Kitchenette,8.0,4.0,Prądnik Biały,3.6,8,Yes,No_data,Yes,Yes,No_data,No_data,0.05357621216180016
555000,2,31.5,Secondary,Apartment building,No data,1970.0,Other/ no data,Kitchenette,5.859567901234568,2.0,Prądnik Biały,3.6,10,Yes,No_data,No_data,Yes,No_data,Yes,0.06349206349206349
1290000,4,69.23,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,10.0,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,Yes,No_data,No_data,No_data,0.05777841976021955
1250000,4,71.5,Secondary,Other/ No data,"Concrete, reinforced concrete",2024.0,Other/ no data,Kitchenette,5.859567901234568,4.0,Podgórze Duchackie,4.0,7,Yes,No_data,No_data,Yes,No_data,Yes,0.055944055944055944
1086724,3,68.78,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.043617330619366096
750000,2,42.36,Secondary,Apartment building,Brick,2021.0,Central city heating,Kitchenette,8.0,4.0,Podgórze Duchackie,4.0,2,Yes,No_data,Yes,Yes,No_data,Yes,0.047214353163361665
1200000,4,71.5,Secondary,Apartment building,No data,2024.0,Central heating,Kitchenette,9.0,3.7804203539823007,Bieżanów-Prokocim,7.5,7,Yes,Yes,No_data,Yes,No_data,Yes,0.055944055944055944
865000,3,54.24,Secondary,Apartment building,No data,2021.0,Own/ local central heating,Kitchenette,10.0,4.0,Prądnik Biały,3.6,2,Yes,Yes,No_data,Yes,No_data,No_data,0.05530973451327433
499000,2,36.97,Secondary,Apartment building,Large slab,1964.0,Central city heating,Dark/ semi-open kitchen,1.0,4.0,Krowodrza,1.6,3,No_data,No_data,Yes,No_data,No_data,No_data,0.05409791723018664
999000,4,89.0,Secondary,Apartment building,Brick,2004.0,Other/ no data,Kitchenette,3.0,4.0,Swoszowice,5.6,3,Yes,Yes,No_data,No_data,No_data,No_data,0.0449438202247191
615846,2,36.12,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,2,Yes,Yes,No_data,Yes,Yes,No_data,0.05537098560354375
725000,3,62.4,Secondary,Apartment building,Large slab,1984.0,Central city heating,Separate kitchen,3.0,4.0,Podgórze Duchackie,4.0,0,Yes,No_data,Yes,No_data,No_data,No_data,0.04807692307692308
656676,2,37.74,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,3,Yes,Yes,No_data,Yes,Yes,No_data,0.05299417064122946
473000,1,29.6,Secondary,Tenement,Brick,2002.136017628205,Gas heating,Separate kitchen,2.0,4.0,Grzegórzki,1.15,2,Yes,Yes,No_data,No_data,No_data,No_data,0.03378378378378378
759066,2,47.74,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.859567901234568,4.0,Dębniki,4.5,0,Yes,Yes,No_data,Yes,No_data,No_data,0.04189359028068705
1205000,3,80.38,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,Yes,Yes,No_data,No_data,No_data,0.03732271709380443
799000,3,70.02,Secondary,Apartment building,H-frame,1980.0,Central city heating,Kitchenette,2.0,4.0,Prądnik Czerwony,2.7,0,Yes,No_data,Yes,No_data,No_data,No_data,0.042844901456726654
545801,1,33.74,Primary,Other/ No data,No data,2024.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.02963841138114997
650000,3,46.0,Secondary,Apartment building,No data,1984.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Czerwony,2.7,1,Yes,No_data,Yes,Yes,No_data,No_data,0.06521739130434782
903612,2,51.89,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.03854307188282906
750000,3,50.0,Secondary,Apartment building,H-frame,1978.0,Central city heating,Bright kitchen,7.0,4.0,Nowa Huta,12.9,4,Yes,No_data,Yes,No_data,No_data,No_data,0.06
701510,2,34.22,Primary,Other/ No data,No data,2025.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,0,No_data,No_data,No_data,No_data,No_data,No_data,0.058445353594389245
369000,1,27.0,Secondary,Other/ No data,No data,1960.0,Central city heating,Kitchenette,7.0,4.0,Prądnik Czerwony,2.7,0,No,No_data,No_data,No_data,No_data,No_data,0.037037037037037035
1340000,4,92.5,Secondary,Apartment building,Brick,1940.0,Central heating,Bright kitchen,7.0,4.0,Krowodrza,1.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.043243243243243246
850500,3,45.0,Secondary,Apartment building,No data,2002.136017628205,Central city heating,Kitchenette,7.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.06666666666666667
893000,2,71.4,Primary,Apartment building,Brick,2026.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.028011204481792715
859000,3,61.0,Secondary,Other/ No data,No data,1985.0,Central city heating,Kitchenette,7.0,3.7804203539823007,Podgórze Duchackie,4.0,2,Yes,Yes,Yes,No_data,No_data,Yes,0.04918032786885246
890000,3,64.0,Secondary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,1,Yes,Yes,Yes,Yes,No_data,No_data,0.046875
960000,3,62.47,Secondary,Apartment building,"Mixed construction, other",2016.0,Central city heating,Bright kitchen,7.0,4.0,Czyżyny,5.2,2,Yes,Yes,No_data,Yes,No_data,No_data,0.04802305106451096
1255288,3,72.56,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,4,Yes,Yes,Yes,Yes,No_data,No_data,0.041345093715545754
560000,2,43.23,Secondary,Apartment building,No data,2015.0,Gas heating,Bright kitchen,9.0,4.0,Swoszowice,5.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.046264168401572985
749000,2,29.44,Secondary,Apartment building,Brick,2022.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,0,Yes,No_data,Yes,Yes,No_data,No_data,0.06793478260869565
650000,2,44.4,Secondary,Apartment building,"Mixed construction, other",1980.0,Central city heating,Kitchenette,8.0,4.0,Mistrzejowice,5.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.04504504504504505
1296050,4,80.5,Secondary,Apartment building,Brick,2024.0,Central city heating,Other/ no data,7.0,4.0,Dębniki,4.5,2,Yes,Yes,No_data,Yes,No_data,Yes,0.049689440993788817
930000,3,59.31,Secondary,Tenement,No data,1920.0,Gas heating,Kitchenette,8.0,4.0,Dębniki,4.5,2,No_data,No_data,No_data,No_data,No_data,Yes,0.050581689428426904
479000,2,32.61,Secondary,Apartment building,"Mixed construction, other",1969.0,Central city heating,Separate kitchen,1.0,3.7804203539823007,Bieżanów-Prokocim,7.5,0,Yes,No_data,No_data,No_data,No_data,No_data,0.06133088009812941
1470000,3,104.12,Secondary,Tenement,Brick,1890.0,Own/ local central heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,No_data,No_data,No_data,No_data,No_data,No_data,0.028812908182865922
656492,2,40.03,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,0,Yes,Yes,Yes,No_data,No_data,No_data,0.04996252810392206
600000,2,38.17,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.859567901234568,4.0,Podgórze,3.6,0,No_data,No_data,No_data,No_data,No_data,No_data,0.05239717055279015
883098,3,62.19,Primary,Multi-family building,"Mixed construction, other",2024.0,Other/ no data,Kitchenette,5.0,4.0,Bronowice,5.5,1,Yes,Yes,No_data,No_data,No_data,Yes,0.0482392667631452
938525,3,60.55,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,1,No_data,Yes,Yes,Yes,No_data,No_data,0.0495458298926507
1299000,4,101.9,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Czyżyny,5.2,1,Yes,Yes,No_data,No_data,No_data,Yes,0.03925417075564278
1379000,3,67.37,Secondary,Apartment building,Brick,2023.0,Own/ local central heating,Kitchenette,5.0,4.0,Zwierzyniec,5.4,0,Yes,Yes,No_data,Yes,No_data,Yes,0.044530206323289294
809000,3,46.75,Secondary,Apartment building,Brick,2017.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Czyżyny,5.2,11,Yes,No_data,No_data,Yes,No_data,No_data,0.06417112299465241
1249000,3,56.97,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,7.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.0526592943654555
4300000,4,139.0,Secondary,Apartment building,"Mixed construction, other",2022.0,Central city heating,Kitchenette,9.0,4.0,Zwierzyniec,5.4,0,Yes,Yes,Yes,No_data,No_data,Yes,0.02877697841726619
995000,3,95.5,Secondary,Other/ No data,No data,1995.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,0,Yes,No_data,No_data,No_data,No_data,No_data,0.031413612565445025
1011150,3,67.41,Secondary,Tenement,Brick,1907.0,Central city heating,Kitchenette,1.0,3.7804203539823007,Stare Miasto,0.4,0,No_data,No_data,Yes,No_data,No_data,No_data,0.044503782821539835
991783,2,33.17,Secondary,Apartment building,"Concrete, reinforced concrete",2024.0,Central city heating,Kitchenette,5.0,4.0,Grzegórzki,1.15,2,Yes,Yes,No_data,No_data,No_data,No_data,0.06029544769369912
999270,3,74.02,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,No_data,No_data,No_data,No_data,0.0405295865982167
781000,2,45.91,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze Duchackie,4.0,2,Yes,Yes,No_data,No_data,No_data,No_data,0.04356349379220214
725000,4,58.55,Secondary,Apartment building,"Concrete, reinforced concrete",1976.0,Central city heating,Kitchenette,1.0,4.0,Bieżanów-Prokocim,7.5,4,Yes,No_data,Yes,No_data,No_data,Yes,0.06831767719897523
1320149,3,71.3,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,0,Yes,Yes,Yes,Yes,Yes,No_data,0.04207573632538569
980000,3,56.0,Secondary,Apartment building,Brick,2006.0,Central city heating,Separate kitchen,3.0,4.0,Podgórze Duchackie,4.0,2,Yes,Yes,Yes,No_data,No_data,No_data,0.05357142857142857
535000,1,32.0,Secondary,New construction,No data,2016.0,Own/ local central heating,Kitchenette,7.0,3.7804203539823007,Prądnik Biały,3.6,2,Yes,Yes,No_data,No_data,No_data,Yes,0.03125
629000,3,56.0,Secondary,Apartment building,"Mixed construction, other",1985.0,Central city heating,Bright kitchen,1.0,4.0,Podgórze Duchackie,4.0,1,Yes,No_data,Yes,Yes,No_data,No_data,0.05357142857142857
770623,2,37.52,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,3,Yes,Yes,Yes,Yes,No_data,No_data,0.053304904051172705
965385,3,71.51,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.04195217452104601
803553,3,54.61,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,0,Yes,Yes,Yes,No_data,No_data,No_data,0.054934993590917414
999000,3,66.86,Secondary,Apartment building,No data,2005.0,Central city heating,Kitchenette,3.0,4.0,Dębniki,4.5,6,Yes,Yes,No_data,Yes,No_data,No_data,0.04486987735566856
1535500,4,83.0,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Krowodrza,1.6,3,Yes,No_data,Yes,No_data,No_data,No_data,0.04819277108433735
730000,2,52.14,Secondary,Apartment building,No data,2009.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,3,Yes,Yes,No_data,Yes,No_data,Yes,0.038358266206367474
649770,2,39.38,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.05078720162519045
584000,2,36.7,Secondary,Other/ No data,Large slab,1985.0,Central city heating,Kitchenette,7.0,4.0,Bieżanów-Prokocim,7.5,9,Yes,No_data,Yes,Yes,No_data,No_data,0.0544959128065395
1158400,3,72.4,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.04143646408839779
1349000,4,82.0,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,2,Yes,Yes,No_data,No_data,No_data,Yes,0.04878048780487805
940000,3,64.88,Secondary,Other/ No data,"Mixed construction, other",2024.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,0,Yes,Yes,No_data,No_data,No_data,No_data,0.04623921085080148
748000,3,53.45,Secondary,Apartment building,Large slab,1978.0,Central city heating,Separate kitchen,9.0,4.0,Nowa Huta,12.9,11,Yes,No_data,Yes,Yes,No_data,Yes,0.05612722170252572
965776,4,86.23,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,3.7804203539823007,Mistrzejowice,5.6,3,Yes,Yes,No_data,No_data,No_data,No_data,0.04638756813174069
615756,1,31.74,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,4,Yes,Yes,Yes,No_data,No_data,No_data,0.031505986137366104
668330,3,51.41,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,1,Yes,Yes,No_data,No_data,No_data,No_data,0.0583544057576347
1390000,4,100.02,Secondary,Apartment building,"Mixed construction, other",2023.0,Central heating,Kitchenette,8.0,4.0,Dębniki,4.5,2,Yes,No_data,No_data,Yes,No_data,Yes,0.03999200159968007
1349000,3,85.64,Secondary,Tenement,Brick,2002.136017628205,Central city heating,Kitchenette,3.0,4.0,Stare Miasto,0.4,3,No_data,No_data,No_data,Yes,No_data,No_data,0.03503035964502569
609560,2,43.54,Primary,Apartment building,Brick,2027.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,0,Yes,Yes,No_data,No_data,No_data,No_data,0.04593477262287552
1099000,4,101.9,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Czyżyny,5.2,1,Yes,Yes,No_data,No_data,No_data,Yes,0.03925417075564278
857208,2,45.84,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,6,Yes,Yes,Yes,Yes,No_data,No_data,0.04363001745200698
870000,2,42.0,Secondary,Apartment building,Brick,2007.0,Central city heating,Separate kitchen,3.0,4.0,Grzegórzki,1.15,3,Yes,Yes,Yes,Yes,No_data,No_data,0.047619047619047616
1199900,6,98.97,Primary,Multi-family building,Brick,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Bronowice,5.5,1,Yes,No_data,No_data,No_data,No_data,No_data,0.06062443164595332
1897000,5,115.0,Primary,Apartment building,Brick,2024.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,No_data,No_data,No_data,No_data,No_data,0.043478260869565216
650000,2,48.2,Secondary,Apartment building,Brick,2024.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,Yes,Yes,Yes,No_data,No_data,0.04149377593360996
828000,3,60.95,Secondary,Apartment building,Large slab,1994.0,Central city heating,Separate kitchen,5.859567901234568,3.7804203539823007,Dębniki,4.5,1,Yes,No_data,Yes,No_data,No_data,No_data,0.04922067268252666
329000,2,49.7,Secondary,Apartment building,H-frame,2001.0,Central city heating,Kitchenette,9.0,1.0,Podgórze,3.6,1,Yes,No_data,No_data,No_data,No_data,No_data,0.04024144869215292
875000,2,51.5,Secondary,Apartment building,No data,2009.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Bronowice,5.5,1,Yes,Yes,No_data,No_data,No_data,No_data,0.038834951456310676
1285000,3,61.0,Secondary,Apartment building,No data,2010.0,Central heating,Kitchenette,7.0,4.0,Stare Miasto,0.4,3,No_data,Yes,No_data,Yes,No_data,Yes,0.04918032786885246
560000,2,47.34,Secondary,Apartment building,No data,1980.0,Central city heating,Other/ no data,1.0,4.0,Podgórze Duchackie,4.0,2,Yes,No_data,Yes,No_data,No_data,No_data,0.042247570764681025
639000,2,47.0,Secondary,Apartment building,Large slab,1970.0,Other/ no data,Other/ no data,2.0,4.0,Grzegórzki,1.15,4,Yes,Yes,Yes,No_data,No_data,No_data,0.0425531914893617
856515,3,51.91,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,3,Yes,No_data,No_data,Yes,Yes,No_data,0.057792332883837415
438000,1,24.6,Secondary,Apartment building,Large slab,1977.0,Central city heating,Kitchenette,2.0,4.0,Bieżanów-Prokocim,7.5,8,No_data,Yes,No_data,Yes,No_data,No_data,0.04065040650406504
719000,2,46.6,Secondary,Apartment building,Brick,2007.0,Gas heating,Kitchenette,10.0,4.0,Dębniki,4.5,0,No_data,No_data,Yes,No_data,No_data,No_data,0.04291845493562232
1132000,4,72.12,Secondary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,8.0,3.0,Czyżyny,5.2,2,Yes,Yes,Yes,Yes,No_data,Yes,0.05546311702717693
1828000,4,61.5,Secondary,Tenement,Brick,2002.136017628205,Central city heating,Kitchenette,9.0,4.0,Stare Miasto,0.4,2,No_data,No_data,No_data,No_data,No_data,Yes,0.06504065040650407
524000,1,32.44,Secondary,Other/ No data,No data,2024.0,Other/ no data,Kitchenette,5.859567901234568,3.7804203539823007,Dębniki,4.5,1,Yes,No_data,No_data,No_data,No_data,No_data,0.03082614056720099
803938,2,48.43,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,4,Yes,Yes,No_data,No_data,No_data,No_data,0.041296716911005574
730000,2,52.0,Secondary,Apartment building,Brick,2004.0,Central city heating,Bright kitchen,2.0,4.0,Dębniki,4.5,7,Yes,Yes,Yes,Yes,No_data,No_data,0.038461538461538464
1750000,3,75.0,Primary,Apartment building,No data,2002.136017628205,Central city heating,Other/ no data,10.0,4.0,Zwierzyniec,5.4,0,Yes,Yes,No_data,No_data,No_data,No_data,0.04
792000,2,36.88,Primary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,10.0,4.0,Grzegórzki,1.15,2,Yes,No_data,No_data,No_data,No_data,No_data,0.054229934924078085
823310,2,48.43,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,5,Yes,Yes,No_data,No_data,No_data,No_data,0.041296716911005574
530000,1,42.2,Secondary,Apartment building,Brick,2003.0,Central city heating,Separate kitchen,7.0,4.0,Podgórze,3.6,2,Yes,Yes,No_data,No_data,No_data,Yes,0.023696682464454975
1599000,5,107.57,Secondary,Tenement,"Mixed construction, other",1996.0,Gas heating,Kitchenette,1.0,4.0,Podgórze,3.6,3,No_data,No_data,Yes,No_data,No_data,No_data,0.046481360974249326
715000,3,52.0,Secondary,Apartment building,Brick,1970.0,Central city heating,Kitchenette,8.0,4.0,Czyżyny,5.2,1,No,No_data,Yes,No_data,No_data,No_data,0.057692307692307696
603000,2,36.5,Secondary,Apartment building,Large slab,1970.0,Central city heating,Kitchenette,8.0,2.0,Nowa Huta,12.9,5,No_data,No_data,Yes,Yes,No_data,No_data,0.0547945205479452
999000,3,62.15,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,10.0,4.0,Dębniki,4.5,2,Yes,Yes,Yes,Yes,No_data,Yes,0.04827031375703942
1104000,3,64.69,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,1,Yes,Yes,Yes,Yes,No_data,No_data,0.04637501932292472
972434,4,71.79,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,3.0,Prądnik Biały,3.6,4,Yes,Yes,Yes,No_data,No_data,No_data,0.05571806658308956
3100000,5,145.4,Secondary,Tenement,Brick,1935.0,Central city heating,Separate kitchen,1.0,4.0,Krowodrza,1.6,4,Yes,No_data,Yes,Yes,No_data,No_data,0.0343878954607978
925000,3,50.42,Secondary,Apartment building,Brick,2018.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,2,Yes,Yes,Yes,Yes,No_data,Yes,0.05950019833399445
849707,3,61.13,Primary,Apartment building,"Mixed construction, other",2002.136017628205,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,2,Yes,Yes,No_data,No_data,No_data,No_data,0.049075740225748406
529000,2,41.0,Secondary,Apartment building,Brick,1962.0,Central city heating,Bright kitchen,1.0,4.0,Nowa Huta,12.9,0,Yes,No_data,Yes,No_data,No_data,No_data,0.04878048780487805
475000,1,26.0,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Stare Miasto,0.4,1,Yes,Yes,No_data,No_data,No_data,No_data,0.038461538461538464
924160,4,72.2,Secondary,Apartment building,No data,1989.0,Central city heating,Separate kitchen,9.0,4.0,Podgórze,3.6,3,Yes,No_data,Yes,Yes,No_data,Yes,0.055401662049861494
410000,1,29.01,Secondary,Apartment building,"Mixed construction, other",1980.0,Central city heating,Separate kitchen,3.0,4.0,Mistrzejowice,5.6,4,Yes,No_data,Yes,No_data,No_data,No_data,0.03447087211306446
473000,1,25.52,Secondary,Tenement,Brick,1886.0,Central city heating,Kitchenette,8.0,4.0,Podgórze,3.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.03918495297805643
857064,3,52.26,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,1,Yes,No_data,No_data,Yes,Yes,No_data,0.0574052812858783
529000,2,36.0,Secondary,Apartment building,Large slab,1959.0,Central city heating,Kitchenette,2.0,4.0,Prądnik Czerwony,2.7,5,Yes,No_data,Yes,Yes,No_data,No_data,0.05555555555555555
780000,3,61.34,Primary,Apartment building,No data,2025.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,Yes,No_data,Yes,No_data,No_data,0.0489077274209325
515000,1,33.6,Secondary,Apartment building,"Mixed construction, other",2005.0,Central city heating,Separate kitchen,5.859567901234568,4.0,Krowodrza,1.6,0,No,Yes,No_data,No_data,No_data,No_data,0.02976190476190476
883098,3,62.19,Primary,Multi-family building,No data,2025.0,Other/ no data,Kitchenette,5.0,4.0,Prądnik Biały,3.6,0,Yes,Yes,Yes,No_data,No_data,Yes,0.0482392667631452
761400,2,47.0,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,1,Yes,Yes,No_data,Yes,No_data,No_data,0.0425531914893617
1235000,2,52.5,Secondary,Apartment building,"Mixed construction, other",2002.136017628205,Central city heating,Kitchenette,8.0,3.7804203539823007,Stare Miasto,0.4,1,No_data,Yes,Yes,Yes,No_data,Yes,0.0380952380952381
519000,2,27.0,Secondary,Apartment building,No data,2018.0,Other/ no data,Kitchenette,8.0,4.0,Prądnik Biały,3.6,1,Yes,No_data,No_data,Yes,No_data,Yes,0.07407407407407407
842682,2,48.43,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,7,Yes,Yes,No_data,No_data,No_data,No_data,0.041296716911005574
786650,3,56.77,Secondary,Other/ No data,Large slab,1978.0,Central city heating,Separate kitchen,2.0,2.0,Podgórze Duchackie,4.0,3,Yes,No_data,Yes,Yes,No_data,No_data,0.05284481240091597
914895,3,67.77,Primary,Apartment building,No data,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,0,Yes,Yes,Yes,Yes,No_data,No_data,0.04426737494466578
729000,2,50.0,Secondary,Apartment building,Brick,2004.0,Central city heating,Separate kitchen,5.859567901234568,4.0,Dębniki,4.5,7,Yes,Yes,Yes,Yes,No_data,No_data,0.04
3069000,5,134.0,Primary,Apartment building,Brick,2023.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Krowodrza,1.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.03731343283582089
754055,3,65.57,Primary,Apartment building,No data,2027.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,Yes,No_data,No_data,No_data,0.04575263077626964
425000,1,30.1,Secondary,Apartment building,"Mixed construction, other",2012.0,Gas heating,Bright kitchen,7.0,4.0,Bronowice,5.5,3,Yes,Yes,No_data,Yes,No_data,No_data,0.03322259136212624
866000,4,72.0,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Czyżyny,5.2,1,Yes,Yes,No_data,Yes,No_data,No_data,0.05555555555555555
569000,2,47.47,Secondary,Apartment building,Brick,1970.0,Central city heating,Separate kitchen,1.0,4.0,Krowodrza,1.6,0,No_data,Yes,No_data,No_data,No_data,No_data,0.04213187276174426
599000,2,37.0,Secondary,Apartment building,Large slab,1979.0,Central city heating,Kitchenette,7.0,4.0,Nowa Huta,12.9,3,Yes,No_data,Yes,No_data,No_data,No_data,0.05405405405405406
