price,district,district_2,rooms,area,floor,levels,bathrooms,bathroom_with_toilet,market,type_of_contract,building_type,building_material,year_built,heating,kitchen_type,balcony,balcony_area,terrace,loggia,garden,windows,property_condition,form_of_ownership,advantages,link
665 000,"Dębniki, ","Kliny Zacisze, ",3 pokoje,"63,32",piętro 1/1,2,1,Tak,Pierwotny,Na wyłączność,Blok,Pustak,2026,Podłogowe,Otwarta,Tak,"8,50 m²",Tak,,,,Bez białego montażu i podłóg,Własność,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-spacerowa/ob/40865435
716 096,"Prądnik Czerwony, ",Józefa Łepkowskiego,2 pokoje,"42,88",piętro 1/5,,1,,Pierwotny,,BLOK,,2026,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,,WŁASNOŚĆ,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony-jozefa-lepkowskiego/ob/40682469
900 000,"Grzegórzki, ",Mogilska,2 pokoje,"40,97",piętro 3/4,,1,,Pierwotny,,APARTAMENTOWIEC,CEGŁA,2024,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['rowerownia / wózkownia', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'siłownia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-mogilska/ob/40663561
450 000,"Czyżyny, ",Sołtysowska,1 pokój,"28,82",parter/3,,1,,Wtórny,,BLOK,MIESZANY,2004,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'piwnica', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-soltysowska/ob/40787083
969 000,"Podgórze Duchackie, ",ul. Lirników 7,3 pokoje,"65,47",piętro 2/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'balkon', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-lirnikow-7/ob/39517865
669 000,"Mistrzejowice, ",os. Złotego Wieku,3 pokoje,52,piętro 2/11,,1,,Wtórny,,WIEŻOWIEC,BETON,1976,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,WYSOKI STANDARD,,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-zlotego-wieku/ob/40639289
,"Podgórze Duchackie, ",ul. Białoruska 69,2 pokoje,"46,74",piętro 1,,,,Pierwotny,,,,2024,,Aneks,Tak,"10,28 m²",,,,,,,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-bialoruska-69/ob/41021907
2 200 000,"Stare Miasto, ","Kleparz, ",4 pokoje,124,piętro 2/3,1,2,Tak,Wtórny,,Kamienica,Cegła,1920,Gazowe,Osobna,,,,Tak,,,Do odświeżenia,Własność,"['kamienica', 'antresola', 'balkon', 'do remontu', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-jerzego-zulawskiego/ob/39227743
,"Krowodrza, ",ul. Żabiniec 56,4 pokoje,"95,08",piętro 1/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133291
860 000,"Kraków, ",Krowodrza,3 pokoje,"57,77",piętro 3,,,,Wtórny,,Budynek wielorodzinny,"Beton, płyta",,Centralne,,Tak,8 m²,,,,PCV,Do odnowienia,Spółdzielcze własnościowe,"['winda', 'balkon', 'kuchnia osobna', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza/ob/40865409
875 000,"Kraków, ","Podgórze, ",3 pokoje,"53,30",piętro 1,,1,Tak,Wtórny,,Budynek wielorodzinny,,2012,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,,Bardzo dobry,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-mysliwska/ob/41266357
1 101 582,"Kraków, ","Łagiewniki, Łagiewniki, ",3 pokoje,"64,42",piętro 3/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"7,74 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559611
2 254 000,"Kraków, ","Grzegórzki, Grzegórzki, ",4 pokoje,"103,10",piętro 2/3,,2,Tak,Wtórny,,Kamienica,Cegła,1912,Piec dwufunkcyjny,,Tak,,,,,PCV 3 komorowe,Bardzo dobry,Odrębna własność lokalu,"['kamienica', 'winda', 'balkon', 'dwustronne', 'kuchnia otwarta', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-lubomirskiego/ob/40506037
715 000,"Nowa Huta, ",Os. Urocze,2 pokoje,49,piętro 2/3,1,1,Tak,Wtórny,,Blok,Cegła,1950,,Osobna,Tak,,Nie,,,,Bardzo dobry,Własność,"['balkon', 'klimatyzacja', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta/ob/39895601
1 330 000,"Kraków, ","Stare Miasto, ",3 pokoje,"61,65",piętro 4/4,,,Tak,Wtórny,,Kamienica,Cegła,2023,Elektryczne,Aneks kuchenny - połączony z salonem,,,,,,PCV,Deweloperski,Własność,"['kamienica', 'winda', 'antresola', 'klimatyzacja', 'kuchnia otwarta', 'poddasze']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-krupnicza/ob/39142963
1 100 000,"Prądnik Biały, ",Stefana Banacha,3 pokoje,"72,86",piętro 1/5,,1,,Wtórny,Na wyłączność,APARTAMENTOWIEC,MIESZANY,2018,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['rowerownia / wózkownia', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-stefana-banacha/ob/40952523
,"Krowodrza, ",ul. Żabiniec 56,2 pokoje,"52,32",piętro 1/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133417
1 352 170,"Czyżyny, ",ul. Centralna 51A,2 pokoje,"117,58",piętro 4/5,,,,Pierwotny,,,,2027,,,Tak,"7,05 m²",,,,,,,"['balkon', 'dwupoziomowe', 'miejsce parkingowe', 'ogródek', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-centralna-51a/ob/40194295
795 000,"Kraków-Nowa Huta, ","Czyżyny, ",3 pokoje,"52,30",piętro 2/10,,,,Wtórny,Na wyłączność,Blok Mieszkalny,Cegła,1983,Co Miejskie,,Tak,,,,,,,,"['kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-dywizjonu-303/ob/40897013
970 600,"Kraków, ","Bronowce, Bronowice, ",2 pokoje,"58,83",piętro 2/5,,1,Tak,Wtórny,Na wyłączność,Apartamentowiec,żelbeton,2011,Miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,PCV,Do wprowadzenia,Odrębna własność lokalu,"['dla osób z niepełnosprawnością', 'winda', 'wanna', 'osiedle zamknięte', 'dwustronne', 'kuchnia otwarta', 'parking podziemny', 'miejsce parkingowe', 'balkon']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-juliusza-lea/ob/40053831
729 000,"Kraków-Podgórze, ","Płaszów, ",3 pokoje,51,piętro 6/7,,,,Wtórny,,,,2024,,,Tak,,,,,,,,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lasowka/ob/41160839
1 600 000,"Kraków, ","Dębniki, ",3 pokoje,70,parter/4,,1,Tak,Wtórny,,Apartamentowiec,,1990,Miejskie,Aneks kuchenny,Tak,,,,,PCV,Bardzo dobry,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki/ob/40813161
1 225 000,"Wola Justowska, ",Podłużna,4 pokoje,"94,61",piętro 1/1,,2,,Pierwotny,,SEGMENT,INNY,2024,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['basen', 'dwupoziomowe', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny', 'siłownia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-zwierzyniec-podluzna/ob/41358463
505 116,"Kraków, ",Bronowice,1 pokój,"28,18",parter/2,,1,Tak,Wtórny,,Budynek wielorodzinny,,2024,C.O. GAZOWE,Aneks kuchenny - połączony z salonem,,,Tak,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'miejsce parkingowe', 'ogródek', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice/ob/39140223
,"Podgórze, ",ul. Rydlówka 5,1 pokój,"33,27",piętro 1,,,,Pierwotny,,,,2025,,Aneks,Tak,"3,78 m²",,,,,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003463
Zarezerwow,"Piasek, ",ul. Wenecja 1,2 pokoje,"98,34",piętro 3/4,,,,Pierwotny,,,,2025,,,,,,,,,,,['kamienica'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-wenecja-1/ob/38517033
759 000,"Kraków, ","Prądnik Biały, Prądnik Biały, ",3 pokoje,63,piętro 2/3,,1,Tak,Wtórny,Na wyłączność,Budynek wielorodzinny,Pustak ceramiczny,2008,C.O. miejskie,Jasna z oknem,,,,,,PCV,Bardzo dobry,Własność,"['rowerownia / wózkownia', 'dwustronne', 'klimatyzacja', 'miejsce parkingowe', 'wanna', 'widna kuchnia', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-wiarusa/ob/40701587
756 000,"Borek Fałęcki, ",ul. Do Wilgi 2 i 2a,2 pokoje,"39,81",piętro 3/4,,,,Pierwotny,,,,2025,,,,,,,,,,,"['rowerownia / wózkownia', 'stacja ładowania', 'balkon', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-do-wilgi-2-i-2a/ob/35252385
680 000,Orawska,,2 pokoje,36,piętro 3/5,,,,Pierwotny,,APARTAMENTOWIEC,CERAMIKA,2024,C.O. Z SIECI MIEJSKIEJ,,,,,,,,BARDZO WYSOKI STANDARD,,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-orawska/ob/39415315
649 000,"Prądnik Czerwony, ","Olsza Ii, ",3 pokoje,48,piętro 3/4,1,1,Tak,Wtórny,Na wyłączność,Blok,Wielka płyta,1964,Miejskie,Osobna,Nie,,Nie,Tak,,,Bardzo dobry,Własność,"['komórka lokatorska', 'balkon', 'dwustronne', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony-brogi/ob/41334339
926 000,"Kraków-Podgórze, ","Rybitwy, ",5 pokoi,96,piętro 1/2,2,,,Pierwotny,,Szeregowy,,2025,Gazowe,,Tak,,Tak,,,,,,"['dwupoziomowe', 'kuchnia otwarta', 'ogrzewana podłoga', 'poddasze']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lutnia/ob/41268431
499 000,"Kraków, ","Stare Miasto, ",2 pokoje,"36,75",parter/4,,1,Tak,Wtórny,,Kamienica,Cegła,,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,"PCV 3 szyby, ciepły montaż",Dobry,Odrębna własność lokalu,"['kamienica', 'komórka lokatorska', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-wygoda/ob/39233997
1 268 752,"Kraków, ","Dębniki , Dębniki, ",3 pokoje,"70,88",piętro 5,,,Tak,Pierwotny,,Nowe budownictwo,"Beton, płyta",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"7,24 m²",Tak,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-babinskiego/ob/40290205
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"62,69",piętro 3/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025609
,"Prądnik Biały, ",ul. Glogera 63,3 pokoje,"57,93",piętro 1/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'balkon', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-glogera-63/ob/40702899
720 000,"Prądnik Biały, ","Os. Prądnik Biały, ",2 pokoje,50,parter/3,1,1,Tak,Wtórny,Na wyłączność,Blok,Pustak,1993,Miejskie,Osobna,Tak,,Nie,,,,Bardzo dobry,Własność,"['balkon', 'dwustronne', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-henryka-pachonskiego/ob/41224623
1 410 000,"Grzegórzki, ",Mogilska,3 pokoje,"65,32",piętro 1/4,,1,,Pierwotny,,APARTAMENTOWIEC,MIESZANY,2025,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['rowerownia / wózkownia', 'stacja ładowania', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'plac zabaw', 'siłownia', 'cesja']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-mogilska/ob/40593331
950 000,"Podgórze, ","Prokocim, ",3 pokoje,"65,50",piętro 4/10,,,Tak,Pierwotny,,Blok,Zróżnicowany,2025,Miejskie,Aneks,Tak,"9,55 m²",,,,PCV,Do wykończenia,Własność,"['kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-republiki-korczakowskiej/ob/39820067
800 000,"Prądnik Biały, ",Felińskiego,3 pokoje,"52,99",piętro 3/5,1,1,,Wtórny,,Blok mieszkalny,Ceramika,2009,Kotłownia lokalna,Oddzielna,Tak,6 m²,Nie,,,Nowe plastikowe,,Własność,"['winda', 'balkon', 'kuchnia osobna', 'miejsce parkingowe', 'wanna', 'widna kuchnia', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-felinskiego/ob/41116173
523 305,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",2 pokoje,"36,09",piętro 2/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"12,74 m²",Tak,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688245
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"39,21",piętro 3/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025783
629 000,"Kraków-Śródmieście, ","Grzegórzki, ",2 pokoje,"39,33",piętro 3/4,,,,Wtórny,Na wyłączność,,,1960,,,,,,,,,,,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-kotlarska/ob/40421501
,"Podgórze Duchackie, ",ul. Białoruska 69,2 pokoje,"46,99",piętro 6,,,,Pierwotny,,,,2024,,Aneks,Tak,"10,28 m²",,,,,,,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-bialoruska-69/ob/41021933
1 049 840,"Zabłocie, ",Kraków,2 pokoje,"47,72",piętro 1/7,,,,Wtórny,,,,,,,,,,,,,,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/oi/40243585
1 360 000,"Kraków, ","Grzegórzki, Dąbie, ",3 pokoje,"71,59",piętro 1/5,,2,Tak,Wtórny,,Blok,Ceramiczny porotherm,2017,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,11 m²,,,,PCV,Bardzo dobry,Odrębna własność lokalu,"['winda', 'balkon', 'dwustronne', 'kuchnia otwarta', 'wanna', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-dabska/ob/40548133
750 000,"Kraków, ","Prądnik Biały, Prądnik Biały, ",4 pokoje,64,piętro 4/4,,1,,Wtórny,,Blok,Pustak,1972,Centralne,Jasna z oknem,Tak,,,,,Częściowo wymienione,Do remontu,Odrębna własność lokalu,"['balkon', 'dwustronne', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-krowoderskich-zuchow/ob/41047683
740 941,Podgórze,,3 pokoje,"65,57",piętro 1/5,,,,Pierwotny,,,,2027,,,Tak,"3,35 m²",,,,,,,"['komórka lokatorska', 'rowerownia / wózkownia', 'stacja ładowania', 'balkon', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40781795
750 000,"Bronowice, ",Eliasza Radzikowskiego,2 pokoje,"50,50",piętro 1/4,,1,,Wtórny,,BLOK,,2005,C.O. WŁASNE,ODDZIELNA,Tak,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['komórka lokatorska', 'winda', 'balkon', 'dwustronne', 'kuchnia osobna', 'piwnica', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-eliasza-radzikowskiego/ob/41116437
945 000,"Kraków-Krowodrza, ",Krowoderskich Zuchów,3 pokoje,"61,37",piętro 3/14,,1,,Wtórny,,BLOK,MIESZANY,2001,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,,,,,,,DOBRY,WŁASNOŚĆ,"['winda', 'kuchnia osobna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-krowoderskich-zuchow/ob/40811205
498 000,"Dębniki, ","Os. Ruczaj, ",2 pokoje,"33,31",parter/2,1,,Tak,Wtórny,,Kamienica,,,Gazowe,,Nie,,Nie,,,,Do wykończenia,Własność,"['kamienica', 'ogródek', 'ogrzewana podłoga']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-bulgarska/ob/38203029
,"Podgórze, ",ul. Rydlówka 5,1 pokój,"30,51",piętro 1,,,,Pierwotny,,,,2025,,Aneks,Tak,"4,48 m²",,,,,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003427
1 047 330,"Kraków, ","Prądnik Biały, Prądnik Biały, ",4 pokoje,"64,65",piętro 3/3,,,Tak,Pierwotny,,Blok,Pustak,2024,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Deweloperski,Odrębna własność lokalu,"['stacja ładowania', 'winda', 'balkon', 'inteligentny dom', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'taras', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/38204783
890 000,"Podgórze, ",Legionów Piłsudskiego,2 pokoje,47,parter/4,,,Tak,Wtórny,,Kamienica,Cegła,,Gazowe,Aneks,,,,,,PCV,Do zamieszkania,Hipoteczne,"['kamienica', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-legionow-pilsudskiego/ob/39198587
1 188 189,"Kraków, ","Bronowice, Bronowice, ",3 pokoje,"71,47",piętro 3/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"2,35 m²",,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138129
1 285 000,"Kraków, ","Krowodrza, ",3 pokoje,"60,71",piętro 3/3,,1,Tak,Wtórny,,Blok,Ceramika,2009,C.O. miejskie,Jasna z oknem,,,,,,PCV,Bardzo dobry,Własność,"['winda', 'klimatyzacja', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-lobzowska/ob/40865359
,"Podgórze, ",ul. Łagiewnicka,3 pokoje,"66,11",piętro 2/6,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lagiewnicka/ob/39275345
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"43,27",parter/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025627
,"Podgórze, ",ul. Rydlówka 5,2 pokoje,"30,91",piętro 1,,,,Pierwotny,,,,2025,,Aneks,Tak,"4,61 m²",,,,,,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003439
1 190 000,"Kraków, ","Czyżyny, ",3 pokoje,"64,15",piętro 2/4,,,,Wtórny,Na wyłączność,Apartamentowiec,Mieszana,2021,C.O. miejskie,Aneks kuchenny - połączony z salonem,,,Tak,,,PCV 3 komorowe,Bardzo dobry,Własność,"['winda', 'balkon', 'dwustronne', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-lema/ob/40644753
1 050 000,"Kraków, ",Grzegórzki,2 pokoje,"40,45",piętro 3/9,,,,Wtórny,,,,2019,,Aneks kuchenny,Tak,,,,,Aluminiowe,Do wprowadzenia,,"['winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki/ob/39430165
899 954,"Kraków, ",Czyżyny,3 pokoje,"43,06",piętro 3,,,Tak,Wtórny,,,,2022,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,PCV,Wysoki standard,Własność,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny/ob/41266361
556 000,"Prądnik Biały, ",Marii Jaremy,2 pokoje,"40,98",piętro 3/4,,,,Wtórny,,Blok,,1966,,,Nie,,,,,,,Własność,"['do remontu', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-marii-jaremy/ob/38176177
793 596,"Prądnik Biały, ",ul. Grażyny 4A,2 pokoje,"48,39",piętro 3,,,,Pierwotny,,,,2026,,Zamknięta,,,,,,,,,"['winda', 'balkon', 'kuchnia osobna', 'miejsce parkingowe', 'ogródek', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-grazyny-4a/ob/37776595
629 000,"Kraków, ","Podgórze Duchackie, ",3 pokoje,56,parter/10,,,,Wtórny,,Blok,"Beton, ocieplony, płyta",1980,,,Tak,,,,,PCV,Do odnowienia,,"['komórka lokatorska', 'balkon', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-podedworze/ob/41312997
Zarezerwow,"Podgórze, ",ul. Rydlówka 5,1 pokój,"35,20",piętro 2,,,,Pierwotny,,,,2025,,Aneks,Tak,"8,07 m²",,,,,,,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003621
530 000,"Kraków, ","Dębniki, ",1 pokój,42,piętro 2/3,,,,Wtórny,,Blok,,,,,Tak,,,,,,,Odrębna własność lokalu,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-swoszowice-bartla/ob/40144761
415 000,"Bieżanów, ",Facimiech,1 pokój,30,piętro 2/8,,,,Wtórny,,Blok,,,,,Tak,,,,,,,,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-facimiech/ob/41373643
,"Podgórze, ",ul. Rydlówka 5,1 pokój,"33,12",piętro 2,,,,Pierwotny,,,,2025,,Aneks,Tak,"3,78 m²",,,,,,,['balkon'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-rydlowka-5/ob/41003475
500 000,"Mistrzejowice, ",Os. Oświecenia,1 pokój,45,piętro 3/4,1,1,Tak,Wtórny,Na wyłączność,Blok,,1997,Miejskie,Osobna,Tak,,Nie,,,,Bardzo dobry,Spółdzielcze-własnościowe,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice/ob/39821647
775 000,"Kraków-Podgórze, ","Płaszów, ",2 pokoje,"41,13",piętro 2/7,1,,,Wtórny,,Apartamentowiec,Konstrukcja żelbetowa,2024,Co Miejskie,,Tak,,,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-lasowka/ob/40423451
