price,district,district_2,rooms,area,floor,levels,bathrooms,bathroom_with_toilet,market,type_of_contract,building_type,building_material,year_built,heating,kitchen_type,balcony,balcony_area,terrace,loggia,garden,windows,property_condition,form_of_ownership,advantages,link
,"Stare Miasto (historyczne), ","Stare Miasto, ",2 pokoje,"37,46",piętro 7,,,,Pierwotny,,,,2023,,Aneks,Tak,"4,41 m²",,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-prandoty-10c/ob/39250809
879 000,"Prądnik Biały, ","Os. Krowodrza Górka, ",3 pokoje,"52,88",parter/4,,1,Tak,Wtórny,Na wyłączność,Blok,Cegła,1974,Miejskie,Osobna,,,,Tak,,,Bardzo dobry,Własność,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-krowoderskich-zuchow/ob/39661207
1 534 080,"Kraków, ",Kazimierz,3 pokoje,"54,50",piętro 3/4,,1,Tak,Wtórny,,Kamienica,Cegła,,C.O. miejskie,Oddzielna,,,,,,,Wysoki standard,Własność,"['kamienica', 'klimatyzacja', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto/ob/39211145
788 810,"Prądnik Biały, ",ul. Kuźnicy Kołłątajowskiej 42,2 pokoje,"55,55",piętro 4/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'winda', 'balkon', 'miejsce parkingowe', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-kuznicy-kollatajowskiej-42/ob/41025891
789 214,"Kraków, ","Bronowice, Bronowice, ",2 pokoje,"41,06",parter/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138235
499 680,"Nowa Huta, ","Kraków, ",1 pokój,"31,23",piętro 5/5,,,,Wtórny,,,,,,,,,,,,,,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-osiedle-centrum-a/ob/41159957
870 000,Przewóz,,4 pokoje,"74,37",parter/3,,1,,Pierwotny,,NISKI WIELORODZINNY,BETON,2025,C.O. GAZOWE,OTWARTA,,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40864241
811 125,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",4 pokoje,"64,89",parter/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,,,,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688167
1 232 800,"Stare Miasto, ",Estery,2 pokoje,37,piętro 4/4,,1,,Wtórny,,Blok,,1840,Centralne,Aneks kuchenny,,,,,,,Stan deweloperski,Własność,['kuchnia otwarta'],https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-estery/ob/39390327
1 290 000,"Wola Justowska, ",Piotra Borowego,2 pokoje,"59,16",parter/2,,1,,Wtórny,Na wyłączność,NISKI BLOK,CEGŁA,2016,C.O. WŁASNE,Z OKNEM,,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['komórka lokatorska', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-zwierzyniec-piotra-borowego/ob/37795043
487 060,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",2 pokoje,"34,79",parter/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,,,Tak,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688121
965 385,"Przewóz, ","Płaszów, ",3 pokoje,"71,51",piętro 3/4,,2,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-przewoz-4/ob/38375471
610 000,Osiedle Piastów,,4 pokoje,57,piętro 3/4,,,,Wtórny,,BLOK,,1980,,ODDZIELNA,,,,,,,,,"['balkon', 'dwustronne', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-osiedle-piastow/oi/41335335
,"Prądnik Biały, ",ul. Glogera 63,2 pokoje,"38,52",piętro 2/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-glogera-63/ob/40702875
1 450 000,"Kraków, ","Zwierzyniec, ", 79 m² ,79,,,,,Wtórny,,Kamienica,,,,,,,,,,,Do generalnego remontu,Własność,"['kamienica', 'dwupoziomowe', 'poddasze']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-zwierzyniec-na-stawach/ob/41098421
1 245 000,"Grzegórzki, ",Grzegórzecka,3 pokoje,"52,50",piętro 3/5,,1,,Wtórny,,Apartamentowiec,,2014,Centralne,Aneks kuchenny,Tak,,,,,,Do zamieszkania,Własność,"['winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-grzegorzecka/ob/38834777
820 000,"Podgórze Duchackie, ",Czarnogórska,2 pokoje,"52,42",piętro 1/3,1,2,Nie,Wtórny,Na wyłączność,Blok,Pustak,2015,Miejskie,Osobna,Tak,,Nie,Tak,,,Wysoki standard,Własność,"['piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-czarnogorska/ob/39686077
999 000,"Kraków-Krowodrza, ","Prądnik Biały, ",4 pokoje,64,piętro 1/2,,,,Wtórny,,Apartamentowiec,Konstrukcja mieszana,2025,Gazowe,,Tak,,Tak,,,,,,"['balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-wladyslawa-lokietka/ob/40863451
874 603,"Kraków, ","Podgórze, Podgórze, ",2 pokoje,"41,30",parter/3,,1,,Pierwotny,,Apartamentowiec,Cegła ceramiczna,2025,C.O. miejskie,Aneks kuchenny - połączony z salonem,,"10,70 m²",Tak,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'stacja ładowania', 'winda', 'balkon', 'dwustronne', 'inteligentny dom', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny', 'plac zabaw', 'siłownia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-dabrowskiego/ob/39140715
1 200 000,"Podgórze, ","Płaszów, ",3 pokoje,80,piętro 5/5,,,,Wtórny,,Apartamentowiec,Pustak,2009,Miejskie,Aneks,Tak,,,,,Drewniane nowe,Do zamieszkania,Hipoteczne,"['kuchnia otwarta', 'osiedle zamknięte']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-wielicka/ob/40571991
858 614,"Kraków, ","Prądnik Biały, Prądnik Biały, ",3 pokoje,"51,88",piętro 4,,,Tak,Pierwotny,,Blok,Pustak,2024,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Deweloperski,Odrębna własność lokalu,"['stacja ładowania', 'winda', 'balkon', 'inteligentny dom', 'taras', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/38204919
771 258,"Kraków, ","Łagiewniki, Łagiewniki, ",2 pokoje,"40,38",piętro 5/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"6,38 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559819
1 112 820,"Kraków, ","Łagiewniki, Łagiewniki, ",3 pokoje,"65,46",piętro 3/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"6,62 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559613
1 017 000,"Kazimierz, ",Plac Wolnica,2 pokoje,"44,30",piętro 1/4,,,,Wtórny,,Kamienica,,1912,,,Nie,,,,,,,,"['kamienica', 'winda', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-plac-wolnica/ob/40234209
,"Krowodrza, ",ul. Żabiniec 56,1 pokój,"36,28",piętro 3/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133457
639 900,"Kraków-Krowodrza, ","Prądnik Biały, ",2 pokoje,"35,26",parter/4,,,,Pierwotny,,,,2027,,,,,,,,,,,"['balkon', 'kuchnia otwarta', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-piaszczysta/ob/39372381
1 099 000,"Kraków, ","Prądnik Czerwony, ",3 pokoje,"58,12",piętro 4/4,,1,Tak,Wtórny,,Apartamentowiec,Mieszana,2017,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"6,15 m²",,,,PCV,Bardzo dobry,Własność,"['komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwustronne', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony-ulanow/ob/41047003
639 000,"Wola Duchacka, ",Włoska,2 pokoje,"41,56",parter/5,,1,,Wtórny,Na wyłączność,NISKI BLOK,MIESZANY,2010,C.O. Z SIECI MIEJSKIEJ,OTWARTA,,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['komórka lokatorska', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'taras', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-wloska/ob/39689653
938 000,"Podgórze Stare, ",Kraków,2 pokoje,"51,19",piętro 4/4,,,,Wtórny,,,,,,,,,,,,,,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow/oi/40259201
,"Stare Miasto (historyczne), ","Stare Miasto, ",2 pokoje,"48,08",piętro 3,,,,Pierwotny,,,,2023,,Aneks,,,,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-prandoty-10c/ob/39250645
2 200 000,"Kraków, ","Grzegórzki, ",3 pokoje,94,piętro 1,,1,Tak,Wtórny,,,,,,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Dobry,Własność,"['komórka lokatorska', 'recepcja', 'winda', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-grzegorzecka/ob/41266359
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"55,23",piętro 2/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025477
389 000,"Bieżanów-Prokocim, ","Bieżanów, ",2 pokoje,"28,90",piętro 1/5,,,Tak,Wtórny,,Blok,Cegła,1880,Miejskie,Osobna,Tak,"2,50 m²",,,,,Do remontu,Własność,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-telimeny/ob/40788047
799 000,"Kraków, ","Nowa Huta, Nowa Huta, ",3 pokoje,58,piętro 1/4,,,Nie,Wtórny,,Blok,Płyta,1980,Miejskie,Oddzielna i widna,Tak,,,,,PCV,Dobry,Własność,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-fatimska/ob/39598411
521 850,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",2 pokoje,"34,79",piętro 3/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,37 m²",Tak,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688113
1 276 000,"Stare Miasto, ",Rakowicka,3 pokoje,40,,,,,Wtórny,,Apartamentowiec,,2018,,,Nie,,,,,,,,[],https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-rakowicka/ob/38288555
925 000,"Kraków-Krowodrza, ","Prądnik Biały, ",3 pokoje,56,piętro 1/3,1,,,Wtórny,,Blok Mieszkalny,Pustak,,Co Miejskie,,Tak,,,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-sosnowiecka/ob/39788207
624 000,"Kraków, ","Mistrzejowice, ",3 pokoje,48,piętro 3/4,,,Tak,Wtórny,,Blok,Mieszana,1979,C.O. miejskie,Jasna z oknem,Tak,,,,,PCV,Bardzo dobry,,"['komórka lokatorska', 'balkon', 'dwustronne', 'kuchnia osobna', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-bohaterow-wrzesnia/ob/40215651
690 000,"Podgórze, ","Prokocim, ",3 pokoje,59,piętro 1/4,,1,Tak,Wtórny,,Blok,Płyta,1975,C.O. miejskie,Jasna z oknem,Tak,"5,50 m²",,,,PCV,Do odświeżenia,Własność,"['balkon', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-leonida-teligi/ob/41269371
,"Krowodrza, ",ul. Żabiniec 56,2 pokoje,"53,21",piętro 1/4,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-zabiniec-56/ob/41133401
849 235,"Kraków-Podgórze, ","Sidzina, ",3 pokoje,"92,95",piętro 3/3,,,,Wtórny,,Blok Mieszkalny,,2024,Gazowe,,Tak,,Tak,,,,,,"['kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-leona-petrazyckiego/ob/41027407
,"Dębniki, ",ul. Fedorowicza 21,3 pokoje,"56,86",piętro 1/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025429
694 035,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",3 pokoje,"51,41",piętro 2/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,09 m²",Tak,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688267
730 000,"Kraków-Nowa Huta, ","Nowa Huta, ",2 pokoje,"49,30",parter/2,1,,,Wtórny,,,,1956,,,,,,,,,,,"['kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-sportowe/ob/39898433
,"Prądnik Biały, ",ul. Pękowicka,2 pokoje,"39,58",piętro 1/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'winda', 'miejsce parkingowe', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274841
521 850,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",2 pokoje,"34,79",piętro 3/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,37 m²",,,,PCV,Deweloperski,Własność,"['balkon', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688205
Zarezerwow,"Podgórze Duchackie, ",ul. Białoruska 69,2 pokoje,"36,97",piętro 3,,,,Pierwotny,,,,2024,,Aneks,,,,,,,,,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie-bialoruska-69/ob/41021915
1 089 292,"Prądnik Biały, ",ul. Grażyny 4A,3 pokoje,"65,62",piętro 7,,,,Pierwotny,,,,2026,,Zamknięta,,,,,,,,,"['winda', 'balkon', 'kuchnia osobna', 'miejsce parkingowe', 'ogródek', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-grazyny-4a/ob/37776797
,"Prądnik Biały, ",ul. Pękowicka,3 pokoje,"81,15",piętro 3/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'miejsce parkingowe', 'taras', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274815
599 000,"Kraków-Śródmieście, ",Bohdana Zaleskiego,1 pokój,33,piętro 3/3,,1,,Wtórny,,KAMIENICA,CEGŁA,1950,C.O. Z SIECI MIEJSKIEJ,Z OKNEM,,,,,,,DO REMONTU,WŁASNOŚĆ,"['kamienica', 'kuchnia otwarta', 'kuchnia osobna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bohdana-zaleskiego/ob/38538803
853 307,"Kraków, ","Prądnik Biały, Prądnik Biały, ",3 pokoje,"52,19",parter/3,,,Tak,Pierwotny,,Blok,Pustak,2024,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,,,,,PCV,Deweloperski,Odrębna własność lokalu,"['stacja ładowania', 'winda', 'balkon', 'inteligentny dom', 'kuchnia otwarta', 'ogródek', 'taras', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/38204869
Zarezerwow,"Prądnik Biały, ","Banacha, ",2 pokoje,"38,56",piętro 3,,,,Pierwotny,,,,2025,,Aneks,Tak,"9,85 m²",,,,,,,"['stacja ładowania', 'balkon', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-zauchy-6/ob/39164387
600 000,"Podgórze, ","Kliny, ",2 pokoje,44,piętro 3/3,,1,Tak,Wtórny,,Blok,Cegła,2000,Miejskie,Aneks kuchenny - połączony z salonem,Tak,24 m²,,,,,Bardzo dobry,Własność,"['balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-borkowska/ob/40356351
,"Prądnik Biały, ",ul. Pękowicka,2 pokoje,"63,67",piętro 3/3,,,,Pierwotny,,,,2026,,,,,,,,,,,"['komórka lokatorska', 'antresola', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-pekowicka/ob/39274875
2 999 000,"Stare Miasto, ",Rakowicka,4 pokoje,"116,91",piętro 5/13,,2,,Wtórny,Na wyłączność,APARTAMENTOWIEC,BETON,2024,C.O. Z SIECI MIEJSKIEJ,OTWARTA,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['komórka lokatorska', 'winda', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-rakowicka/ob/39273973
783 000,"Prądnik Czerwony, ","Os. Prądnik Czerwony, ",3 pokoje,62,piętro 3/4,,1,Tak,Wtórny,,Blok,Cegła,2012,Gazowe,Osobna,Tak,,,,,,Bardzo dobry,Własność,"['balkon', 'dwustronne', 'klimatyzacja', 'kuchnia osobna', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony-felinskiego/ob/40892505
649 000,"Dębniki, ",Obozowa,2 pokoje,"49,70",piętro 1/3,,1,Tak,Wtórny,Na wyłączność,Blok,,2006,,Osobna,Tak,,,,,,Do odświeżenia,Własność,"['balkon', 'kuchnia osobna', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-obozowa/ob/39784837
545 278,"Kraków, ","Podgórze, Rybitwy, ",2 pokoje,"46,21",piętro 1/5,,1,,Pierwotny,,Blok,Rama H,2027,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"4,31 m²",,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'rowerownia / wózkownia', 'stacja ładowania', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-bukowa/ob/37909319
680 540,"Prądnik Biały, ",Stanisława Lentza,3 pokoje,"48,61",piętro 4/4,,1,,Wtórny,Na wyłączność,NISKI BLOK,WIELKA PŁYTA,1970,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['winda', 'kuchnia osobna', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-stanislawa-lentza/ob/41158943
1 039 000,Prądnik Biały,,3 pokoje,"67,30",piętro 2/5,,1,,Wtórny,,BLOK,CEGŁA,2010,C.O. Z SIECI MIEJSKIEJ,,Tak,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy/ob/39764651
722 454,"Kraków, ","Łagiewniki, Łagiewniki, ",2 pokoje,"41,64",piętro 1/6,,1,,Pierwotny,,Apartamentowiec,"Beton, cegła",2026,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,"12,22 m²",,,,PCV,Bardzo dobry,Umowa z Deweloperem,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-wadowicka/ob/38559707
699 000,"Kraków, ","Stare Miasto, ",2 pokoje,"45,50",parter/4,,1,Tak,Wtórny,,Kamienica,Cegła,,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,"PCV, DREWNIANE STARY TYP",Do remontu,Odrębna własność lokalu,"['kamienica', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-wygoda/ob/39233989
899 000,"Kraków, ","Podgórze, ",3 pokoje,"60,71",piętro 3/6,,,,Wtórny,,Nowe budownictwo,,2023,,,Tak,7 m²,,,,,Deweloperski,,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-puszkarska/ob/40376703
665 000,"Mistrzejowice, ",os. Piastów,2 pokoje,"47,50",piętro 1/8,,1,,Wtórny,Na wyłączność,WIEŻOWIEC,,2017,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,,,,,,,BARDZO WYSOKI STANDARD,WŁASNOŚĆ,"['rowerownia / wózkownia', 'winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-piastow/ob/40570411
649 000,"Bieżanów, ",Aleksandry,2 pokoje,48,piętro 3/4,,,,Wtórny,,Blok,,2010,,,Tak,,,,,,,,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-biezanow-prokocim-aleksandry/ob/40826187
995 000,"Prądnik Czerwony, ",Łepkowskiego,3 pokoje,"63,43",piętro 1/6,,1,,Pierwotny,,,,2024,Miejskie,Aneks,Tak,,Nie,,,,Deweloperski,Pełna własność,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony/ob/39097793
690 000,Wola Duchacka,,3 pokoje,"59,56",piętro 3/4,,,,Wtórny,,NISKI BLOK,,1980,C.O. Z SIECI MIEJSKIEJ,ODDZIELNA,,,,,,,DO REMONTU,SPÓŁDZIELCZE WŁASNOŚCIOWE,"['komórka lokatorska', 'balkon', 'kuchnia osobna', 'piwnica', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-duchackie/ob/40662517
870 000,"Kraków, ","Dębniki, Ruczaj, ",2 pokoje,"50,94",piętro 6/7,,1,Tak,Wtórny,Na wyłączność,Blok,Inna,2017,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,"41,20 m²",Tak,,,PCV,Do wprowadzenia,Odrębna własność lokalu,"['komórka lokatorska', 'winda', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-czerwone-maki/ob/41376075
987 525,"Kraków, ","Dębniki , Dębniki, ",3 pokoje,"59,85",piętro 1/2,,,Tak,Pierwotny,,Nowe budownictwo,"Beton, płyta",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"21,59 m²",Tak,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-babinskiego/ob/40290247
884 461,"Kraków, ","Bronowice, Bronowice, ",2 pokoje,"52,07",piętro 2/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"2,35 m²",,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138193
